ID,Name,Source,Source ID,Generic Name,Company Name,Equivalent,Associated Programs,Associated Drugs Count,Created At,Updated At
116,adynovate injection; iv lyophilized powder,NEEDY_MEDS,d71abd04-0b74-8846-a58d-44aad96e36e0,,,antihemophilic factor (recombinant) PEGylated injection; iv lyophilized powder,Hematology Support Center Patient Assistance Program; Adynovate injection; iv lyophilized powder Copay Card Program; Adynovate injection; iv lyophilized powder Free-Trial Offer,1,2024-08-21 09:10:46,2025-03-16 06:58:56
117,"adzenys xr-odt tablet; orally disintegrating, extended release",NEEDY_MEDS,528a2db6-b014-3040-84d6-b3a3be271b64,,,"amphetamine tablet; orally disintegrating, extended release",Adzenys XR-ODT tablet; orally disintegrating extended release Copay Card Program; Adzenys XR-ODT tablet; orally disintegrating extended release Copay Card Program; Adzenys XR-ODT tablet; orally disintegrating extended release Copay Card Program; Adzenys XR-ODT tablet; orally disintegrating extended release Copay Card Program,1,2024-08-21 09:10:46,2025-03-16 06:58:56
118,adzynma injection; iv,NEEDY_MEDS,61533173-f1e5-4b35-a1da-b97bbde78d96,,,ADAMTS13 recombinant-krhn injection; iv,Hematology Support Center Patient Support Program: Adzynma,1,2024-08-21 09:10:46,2025-03-16 06:58:56
119,aerochamber plus flow-vu inhaler,NEEDY_MEDS,9be4688a-72d4-5e4f-ab93-cf19fb5f71f1,,,inhaler spacer inhaler,"",1,2024-08-21 09:10:46,2025-03-16 06:58:56
120,afeditab cr tablet; extended release,NEEDY_MEDS,99649b43-32c2-0744-a15b-3facaaa55415,,,nifedipine tablet; extended release,Rx Outreach Medications,1,2024-08-21 09:10:46,2025-03-16 06:58:56
121,affinity dermal substitute,NEEDY_MEDS,39f0c466-0b3e-994d-8c1a-fe6f18460250,,,tissue-human allograft dermal substitute,Circle of Care Patient Assistance Program,1,2024-08-21 09:10:46,2025-03-16 06:58:56
122,afinitor disperz tablet for oral suspension,NEEDY_MEDS,c93fa76b-25fa-443f-bd9a-bbf7b25a4006,,,everolimus tablet for oral suspension,"PANO (Novartis Patient Assistance Now Oncology); Novartis Patient Assistance Foundation, Inc. (NPAF)",1,2024-08-21 09:10:46,2025-03-16 06:58:56
123,afinitor tablet,NEEDY_MEDS,1bafd4da-49bb-4b74-ac3b-58bff7b7f9ab,,,everolimus tablet,"PANO (Novartis Patient Assistance Now Oncology); Novartis Patient Assistance Foundation, Inc. (NPAF); Afinitor tablet Copay Card Sign-up",1,2024-08-21 09:10:46,2025-03-16 06:58:56
124,afirmelle tablet,NEEDY_MEDS,f614b578-2a54-c64c-b9c5-57a4ce875aaf,,,ethinyl estradiol-levonorgestrel tablet,"",1,2024-08-21 09:10:46,2025-03-16 06:58:56
125,aflaxen,NEEDY_MEDS,023fcf54-d725-4f4f-8839-f9b508ecec89,,,naproxen,Rx Outreach Medications,1,2024-08-21 09:10:46,2025-03-16 06:58:56
126,afluria quadrivalent suspension; intramuscular injection,NEEDY_MEDS,ca32e74e-89d1-5f49-ba97-ab4d163fb65b,,,influenza vaccine suspension; intramuscular injection,"",1,2024-08-21 09:10:46,2025-03-16 06:58:56
127,afrezza powder; inhalation,NEEDY_MEDS,7146b02b-9fc8-8c43-a042-77712d65bae1,,,insulin human powder; inhalation,Afrezza powder; inhalation Discount Program/Point System; Afrezza powder; inhalation Copay Card Sign-up,1,2024-08-21 09:10:46,2025-03-16 06:58:56
128,afrin allergy sinus nasal spray,NEEDY_MEDS,5f43cffb-5935-6d41-ac29-07b1c7d3bf86,,,oxymetazoline,Afrin Allergy Sinus Nasal Spray Sign-up Coupon,1,2024-08-21 09:10:46,2025-03-16 06:58:56
129,afrin childrens extra moisturizing pump mist,NEEDY_MEDS,35d7a6ff-7a1c-4dae-a708-2a65bdef7121,,,oxymetazoline hydrochloride,Afrin Childrens Extra Moisturizing Pump Mist Sign-up Coupon,1,2024-08-21 09:10:46,2025-03-16 06:58:56
130,afrin childrens no drip extra moisturizing pump mist,NEEDY_MEDS,e59c34a0-6756-488b-8984-bd77358ef0bf,,,oxymetazoline hydrochloride,Afrin Childrens No Drip Extra Moisturizing Pump Mist Sign-up Coupon,1,2024-08-21 09:10:46,2025-03-16 06:58:56
131,afrin no drip allergy sinus pump mist,NEEDY_MEDS,934404da-0337-d447-9d18-54e25694aa2e,,,oxymetazoline,Afrin No Drip Allergy Sinus Pump Mist Sign-up Coupon,1,2024-08-21 09:10:46,2025-03-16 06:58:56
132,afrin no drip extra moisturizing pump mist,NEEDY_MEDS,51d82434-e762-6e49-b03a-243b221c6252,,,oxymetazoline,Afrin No Drip Extra Moisturizing Pump Mist Sign-up Coupon,1,2024-08-21 09:10:46,2025-03-16 06:58:56
133,afrin no drip original pump mist,NEEDY_MEDS,0bb81021-7720-1e47-a9ca-eff4d0f0866a,,,oxymetazoline,Afrin No Drip Original Pump Mist Sign-up Coupon,1,2024-08-21 09:10:46,2025-03-16 06:58:56
134,afrin no drip severe congestion pump mist,NEEDY_MEDS,1171b4ce-3a7b-1f41-8dad-c98f472ab8da,,,oxymetazoline,Afrin No Drip Severe Congestion Pump Mist Sign-up Coupon,1,2024-08-21 09:10:46,2025-03-16 06:58:56
135,afrin original nasal spray,NEEDY_MEDS,2f26071b-7bc6-c146-83ef-995a4a417f40,,,oxymetazoline,Afrin Original Nasal Spray Sign-up Coupon,1,2024-08-21 09:10:46,2025-03-16 06:58:56
136,afrin original pump mist,NEEDY_MEDS,dd1398c4-2a0c-7742-8662-f467fa9f1a21,,,oxymetazoline,Afrin Original Pump Mist Sign-up Coupon,1,2024-08-21 09:10:46,2025-03-16 06:58:56
137,afrin severe congestion nasal spray,NEEDY_MEDS,965c9a8c-d896-024a-a807-6ba98094c46a,,,oxymetazoline,Afrin Severe Congestion Nasal Spray Sign-up Coupon,1,2024-08-21 09:10:46,2025-03-16 06:58:56
138,afstyla injection; iv lyophilized powder,NEEDY_MEDS,6f0be1ae-1f36-e147-ad2f-fe785a1800bb,,,antihemophilic factor (recombinant) injection; iv lyophilized powder,Afstyla Connect; CSL Behring Support & Assistance Programs; Afstyla injection; iv lyophilized powder Discount Program/Point System; Afstyla injection; iv lyophilized powder Copay Card Program; Afstyla injection; iv lyophilized powder Mail-In Rebate; Afstyla injection; iv lyophilized powder Free-Trial Offer,1,2024-08-21 09:10:46,2025-03-16 06:58:56
139,agamree oral suspension,NEEDY_MEDS,36f8cdd6-59a7-42dc-9c9d-4f3d1322bde0,,,vamorolone oral suspension,Catalyst Pathways: Agamree,1,2024-08-21 09:10:46,2025-03-16 06:58:56
140,aggrenox capsule; extended-release,NEEDY_MEDS,43d2e2f9-928b-449b-9819-43a513836722,,,aspirin-dipyridamole capsule; extended-release,Rx Outreach Medications,1,2024-08-21 09:10:46,2025-03-16 06:58:56
141,agrylin capsule,NEEDY_MEDS,947f64b8-1ecc-c04b-be4c-5cedf4453964,,,anagrelide capsule,"",1,2024-08-21 09:10:46,2025-03-16 06:58:56
142,aimovig injection; subcutaneous,NEEDY_MEDS,8e296797-04ac-7f4e-ba6f-ed86daad8954,,,erenumab-aooe injection; subcutaneous,Amgen Safety Net Foundation (ASNF); Aimovig injection; subcutaneous Copay Card Sign-up; Aimovig injection; subcutaneous Mail-In Rebate,1,2024-08-21 09:10:46,2025-03-16 06:58:56
143,airborne chewable tablet products,NEEDY_MEDS,45195faa-cf1b-4cab-8673-1b1cc0099f85,,,supplement,Airborne Chewable Tablet Products Sign-up Coupon,1,2024-08-21 09:10:46,2025-03-16 06:58:56
144,airborne effervescent tablet products,NEEDY_MEDS,a19d36b8-5b7b-4ade-87a4-3a3881283977,,,supplement,Airborne Effervescent Tablet Products Sign-up Coupon,1,2024-08-21 09:10:46,2025-03-16 06:58:56
145,airborne gummie products,NEEDY_MEDS,96c2d602-aef0-4f50-a8a7-e8cdae73fbe2,,,supplement,Airborne Gummie Products Sign-up Coupon,1,2024-08-21 09:10:46,2025-03-16 06:58:56
146,airduo digihaler inhalation powder,NEEDY_MEDS,60eb2fae-038b-8a4e-b6de-6882f2658040,,,fluticasone propionate and salmeterol  inhalation powder,"",1,2024-08-21 09:10:46,2025-03-16 06:58:56
147,airduo respiclick powder; inhalation,NEEDY_MEDS,f9aeebb1-dae1-3b4a-9f17-777088cae1eb,,,fluticasone propionate and salmeterol  powder; inhalation,Rx Outreach Medications,1,2024-08-21 09:10:46,2025-03-16 06:58:56
148,air optix aqua contact lens products,NEEDY_MEDS,3bfa2b0e-5c71-e041-8073-79eb59174356,,,contact lenses,Air Optix Aqua Contact Lens Products Free-Trial Offer,1,2024-08-21 09:10:46,2025-03-16 06:58:56
149,air optix color contact lenses,NEEDY_MEDS,e769a1b2-1ca2-d548-a602-de2cc7efeb0f,,,contact lenses,Air Optix Color Contact Lenses Free-Trial Offer,1,2024-08-21 09:10:46,2025-03-16 06:58:56
150,air optix for astigmatism contact lenses,NEEDY_MEDS,6480e6c2-22a5-9845-adca-48101803372f,,,contact lenses,Air Optix for Astigmatism Contact Lenses Free-Trial Offer,1,2024-08-21 09:10:46,2025-03-16 06:58:56
151,air optix night & day aqua contact lenses,NEEDY_MEDS,a2e5b62d-b1df-404d-b8a2-7fda854cb3c0,,,contact lenses,Air Optix Night & Day Aqua Contact Lenses Free-Trial Offer,1,2024-08-21 09:10:46,2025-03-16 06:58:56
152,air optix plus hydraglyde contact lens products,NEEDY_MEDS,b18b8b1f-79f5-4448-a61b-156404806890,,,contact lenses,Air Optix plus Hydraglyde Contact Lens Products Free-Trial Offer,1,2024-08-21 09:10:46,2025-03-16 06:58:56
153,airsupra inhalation aerosol,NEEDY_MEDS,89785feb-5471-4751-a27d-0aa58016a718,,,albuterol and budesonide inhalation aerosol,AZ&Me Prescription Savings Program for people with Medicare Part D; AZ&Me Prescription Savings Program for people without insurance; Airsupra inhalation aerosol Copay Card Sign-up; Airsupra inhalation aerosol Copay Card Sign-up; Airsupra inhalation aerosol Copay Card Sign-up,1,2024-08-21 09:10:46,2025-03-16 06:58:56
154,ajovy disposal container,NEEDY_MEDS,f378754f-6b54-f84f-9077-ffceae86d36b,,,container for ajovy sharps disposal container,Teva Shared Solutions: Ajovy,1,2024-08-21 09:10:46,2025-03-16 06:58:56
155,ajovy injection; subcutaneous,NEEDY_MEDS,a448545e-402e-6543-9000-19788ab8405c,,,fremanezumab-vfrm injection; subcutaneous,Teva Shared Solutions: Ajovy; Ajovy injection; subcutaneous Copay Card Sign-up,1,2024-08-21 09:10:46,2025-03-16 06:58:56
156,akeega tablet,NEEDY_MEDS,d5a6f342-0cc7-42c3-aef5-33a3aa6a6cbb,,,niraparib-abiraterone acetate tablet,"Johnson & Johnson Patient Assistance Foundation, Inc. Patient Assistance Program; Janssen CarePath; Akeega tablet Copay Card Program; Akeega tablet Mail-In Rebate; Akeega tablet Copay Card Program",1,2024-08-21 09:10:46,2025-03-16 06:58:56
157,aklief cream; topical,NEEDY_MEDS,35220685-4923-c047-be70-f636a8e108b5,,,trifarotene cream; topical,Aklief cream; topical Copay Card Download; Aklief cream; topical Copay Card Download,1,2024-08-21 09:10:46,2025-03-16 06:58:56
158,ak-poly-bac ophthalmic ointment,NEEDY_MEDS,14afa38f-dfea-4765-9347-d55282a611ca,,,bacitracin zinc-polymyxin b sulfate ophthalmic ointment,"",1,2024-08-21 09:10:46,2025-03-16 06:58:56
159,akynzeo,NEEDY_MEDS,c98a5104-34df-8d4a-968c-4909ea0e058b,,,netupitant-palonosetron,"",1,2024-08-21 09:10:46,2025-03-16 06:58:56
160,akynzeo capsule,NEEDY_MEDS,9b9fca15-8b74-5b46-b52e-2a77ecc8f335,,,netupitant-palonosetron capsule,Helsinn Cares: Akynzeo; Akynzeo capsule Mail-In Rebate; Akynzeo capsule Free Sample Offer; Akynzeo capsule Copay Card Download,1,2024-08-21 09:10:46,2025-03-16 06:58:56
161,akynzeo injection; iv,NEEDY_MEDS,cc7a6d5a-9ad8-274c-a450-6ca9894b9ba6,,,fosnetupitant-palonosetron injection; iv,Helsinn Cares: Akynzeo,1,2024-08-21 09:10:46,2025-03-16 06:58:56
162,ala-cort,NEEDY_MEDS,98e4a07a-1046-d540-a3ad-d1197d820a62,,,hydrocortisone,"",1,2024-08-21 09:10:46,2025-03-16 06:58:56
163,ala-scalp lotion,NEEDY_MEDS,c7e41a06-45cf-7144-8b5b-f7d373c318b6,,,hydrocortisone lotion,"",1,2024-08-21 09:10:46,2025-03-16 06:58:56
164,alastin skincare products,NEEDY_MEDS,688fea94-f7e7-4274-9dba-d8e246bee638,,,niacinamide-retinol-hyaluronic acid,Alastin Skincare Products Discount Program/Point System; Alastin Skincare Products Discount Program/Point System,1,2024-08-21 09:10:46,2025-03-16 06:58:56
165,alavert allergy tablet; orally disintegrating,NEEDY_MEDS,91f0c65f-56d9-f94b-81c8-9ae814ef8d73,,,loratadine tablet; orally disintegrating,Alavert Allergy tablet; orally disintegrating Instant Coupon,1,2024-08-21 09:10:46,2025-03-16 06:58:56
166,alavert d-12 tablet; extended release,NEEDY_MEDS,65a163cc-85cb-cc4a-a3dc-0d2fb596d337,,,loratadine pseudoephedrine tablet; extended release,Alavert D-12 tablet; extended release Instant Coupon,1,2024-08-21 09:10:46,2025-03-16 06:58:56
167,alavert tablet,NEEDY_MEDS,0cb3935d-da9b-6141-b275-eb8f3ec7b864,,,loratadine tablet,Rx Outreach Medications,1,2024-08-21 09:10:46,2025-03-16 06:58:56
168,alaway childrens eye itch relief drops,NEEDY_MEDS,ba783f71-e8d5-6545-8f46-0e215566cc47,,,ketotifen,Alaway Childrens Eye Itch Relief Drops Sign-up Coupon,1,2024-08-21 09:10:46,2025-03-16 06:58:56
169,alaway eye itch relief drops,NEEDY_MEDS,f3ce162d-fb7d-2f49-a1d2-4db371abc950,,,ketotifen,Alaway Eye Itch Relief Drops Sign-up Coupon,1,2024-08-21 09:10:46,2025-03-16 06:58:56
170,alaway ophthalmic solution/drops,NEEDY_MEDS,f137bd88-d25f-3644-b810-e0f96b9dea83,,,ketotifen fumarate ophthalmic solution/drops,Rx Outreach Medications,1,2024-08-21 09:10:46,2025-03-16 06:58:56
171,alaway preservative free eye drops,NEEDY_MEDS,9426421d-44f2-984e-9a4d-1d33fcd3c185,,,ketotifen fumarate,Alaway Preservative Free Eye Drops Sign-up Coupon,1,2024-08-21 09:10:46,2025-03-16 06:58:56
172,albutein injection,NEEDY_MEDS,898bba81-b708-f44c-867c-32e14bcc7e41,,,albumin human injection,"",1,2024-08-21 09:10:46,2025-03-16 06:58:56
173,albuterol inhalation solution,NEEDY_MEDS,fb8c87a3-59bf-0a4b-9078-e865c65db2cb,,,,Kroger Rx Savings Club,1,2024-08-21 09:10:46,2024-08-21 09:10:46
174,albuterol nebulizer solution,NEEDY_MEDS,b93c7bb5-71c1-9348-86fb-1511c5d048d7,,,,Costco Member Prescription Program; Martin's Pharmacy Prescription Savings; D & W Fresh Market $5.99/$12.99 Generic Program; Family Fare Supermarkets $5.99/$12.99 Generic Program; Giant Pharmacy Prescription Savings; VG's Grocery $5.99/$12.99 Generic Program; Forest Hills Foods $5.99/$12.99 Generic Program; Family Fresh Market $5.99/$12.99 Generic Program; Hannaford Healthy Saver Plus Program; Food Lion Healthy Saver Program; Bashas' Generic Med Plan,1,2024-08-21 09:10:46,2024-08-21 09:10:46
175,albuterol sulfate nebulizer solution,NEEDY_MEDS,aa67724a-4c2d-0040-a270-704d7d7b4550,,,,Walgreens Prescription Savings Club; Duane Reade/Walgreens Prescription Savings Club,1,2024-08-21 09:10:46,2024-08-21 09:10:46
176,albuterol syrup,NEEDY_MEDS,e4b3358b-95e0-8b4c-bce6-2fae6cb6acf9,,,,D & W Fresh Market $5.99/$12.99 Generic Program; Hy-Vee $4/$10 Generic Program; Family Fare Supermarkets $5.99/$12.99 Generic Program; VG's Grocery $5.99/$12.99 Generic Program; TOPS $3.99+Plan Generics Program; Forest Hills Foods $5.99/$12.99 Generic Program; Family Fresh Market $5.99/$12.99 Generic Program; Cash Saver $4 Prescription Program; Bashas' Generic Med Plan; Marc's Generic RX Program,1,2024-08-21 09:10:46,2024-08-21 09:10:46
177,alcalak,NEEDY_MEDS,3ae715e1-f7cf-4281-b8c9-876c5af285b6,,,calcium carbonate,"",1,2024-08-21 09:10:46,2025-03-16 06:58:56
178,alclometasone dipropionate,NEEDY_MEDS,47fe46e2-2710-bb48-a687-6cb4334ff48a,,,,Rx Outreach Medications,1,2024-08-21 09:10:46,2024-08-21 09:10:46
179,aldactazide tablet,NEEDY_MEDS,7707c920-f022-764d-ba20-0258fc1d5ff0,,,spironolactone-hydrochlorothiazide tablet,Rx Outreach Medications,1,2024-08-21 09:10:46,2025-03-16 06:58:56
180,aldactone tablet,NEEDY_MEDS,b7b13756-a1ea-1643-8bd5-72de6df1874c,,,spironolactone tablet,Rx Outreach Medications; Aldactone tablet Free Sample Offer,1,2024-08-21 09:10:46,2025-03-16 06:58:56
181,aldara cream; topical,NEEDY_MEDS,db8fc55e-21dc-0640-8109-7f816bc91a3d,,,imiquimod cream; topical,Bausch Health Patient Assistance Program,1,2024-08-21 09:10:46,2025-03-16 06:58:56
182,aldurazyme injection; iv,NEEDY_MEDS,bee23280-0330-8249-925c-43d78f8ab9be,,,laronidase injection; iv,CareConnect Personalized Support Services (PSS); Aldurazyme injection; iv Copay Card Program; Aldurazyme injection; iv Discount Program/Point System,1,2024-08-21 09:10:46,2025-03-16 06:58:56
183,alecensa capsule,NEEDY_MEDS,ea6686e0-3b27-3047-b808-36d352cab693,,,alectinib capsule,Genentech Patient Foundation; Genentech Oncology Access Solutions; Alecensa capsule Mail-In Rebate; Alecensa capsule Copay Card Sign-up,1,2024-08-21 09:10:46,2025-03-16 06:58:56
184,alendronate sodium tablet,NEEDY_MEDS,f735747a-3137-4f34-9be6-f755ff723907,,,,Costco Member Prescription Program; Martin's Pharmacy Prescription Savings; D & W Fresh Market $5.99/$12.99 Generic Program; Hy-Vee $4/$10 Generic Program; Walgreens Prescription Savings Club; Family Fare Supermarkets $5.99/$12.99 Generic Program; Giant Pharmacy Prescription Savings; VG's Grocery $5.99/$12.99 Generic Program; TOPS $3.99+Plan Generics Program; Forest Hills Foods $5.99/$12.99 Generic Program; Family Fresh Market $5.99/$12.99 Generic Program; Duane Reade/Walgreens Prescription Savings Club; Kroger Rx Savings Club; Hannaford Healthy Saver Plus Program; Food Lion Healthy Saver Program; Bashas' Generic Med Plan; ShopRite Prescription Savings Program,1,2024-08-21 09:10:46,2024-08-21 09:10:46
185,aleve arthritis pain gel,NEEDY_MEDS,50b2da37-6535-4b7b-8ae3-f520f0cb5e5a,,,diclofenac sodium,Aleve Arthritis Pain Gel Sign-up Coupon,1,2024-08-21 09:10:46,2025-03-16 06:58:56
186,aleve back & muscle pain tablet,NEEDY_MEDS,1ee40c40-a69b-4a3d-a834-66600881d484,,,naproxen,Aleve Back & Muscle Pain Tablet Sign-up Coupon,1,2024-08-21 09:10:46,2025-03-16 06:58:56
187,aleve caplet,NEEDY_MEDS,ac2d3d5f-3cc4-4695-9561-b8a26cfd59a5,,,naproxen sodium,Aleve Caplet Sign-up Coupon,1,2024-08-21 09:10:46,2025-03-16 06:58:56
188,aleve caplet with easy open arthritis cap,NEEDY_MEDS,c974e457-e00c-4744-899a-46013502cdd6,,,naproxen sodium,Aleve Caplet with Easy Open Arthritis Cap Sign-up Coupon,1,2024-08-21 09:10:46,2025-03-16 06:58:56
189,aleve-d sinus and cold caplet,NEEDY_MEDS,ee04c243-976a-4e58-8933-b222e3abcdf5,,,naproxen sodium - pseudoephedrine,Aleve-D Sinus and Cold Caplet Sign-up Coupon,1,2024-08-21 09:10:46,2025-03-16 06:58:56
190,aleve gelcap,NEEDY_MEDS,aa129267-e559-4aeb-b6a4-9f3cf6be75fa,,,naproxen sodium,Aleve Gelcap Sign-up Coupon,1,2024-08-21 09:10:46,2025-03-16 06:58:56
191,aleve headache pain tablet,NEEDY_MEDS,f588ac0c-9c29-42aa-8cf3-659104168b6c,,,naproxen sodium,Aleve Headache Pain Tablet Sign-up Coupon,1,2024-08-21 09:10:46,2025-03-16 06:58:56
192,aleve liquid gel,NEEDY_MEDS,f60b1316-8a6d-499f-99e6-9882f5a092f4,,,naproxen sodium,Aleve Liquid Gel Sign-up Coupon,1,2024-08-21 09:10:46,2025-03-16 06:58:56
193,aleve pm caplet,NEEDY_MEDS,fa9fbe58-3779-4b69-adba-617a83c1be0e,,,naproxe-diphenhydramine,Aleve PM Caplet Sign-up Coupon,1,2024-08-21 09:10:46,2025-03-16 06:58:56
194,aleve products,NEEDY_MEDS,535f6af7-baef-44ff-8640-c403e043ad85,,,naproxen sodium,Rx Outreach Medications; Aleve Products Free Sample Offer,1,2024-08-21 09:10:46,2025-03-16 06:58:56
195,aleve tablet,NEEDY_MEDS,974d4834-4591-416d-b966-c2bf5411476d,,,naproxen sodium,Aleve Tablet Sign-up Coupon,1,2024-08-21 09:10:46,2025-03-16 06:58:56
196,alevex lotion,NEEDY_MEDS,ae2c36bb-ed29-4122-b111-e91f7e6900b0,,,menthol-camphor,AleveX Lotion Sign-up Coupon,1,2024-08-21 09:10:46,2025-03-16 06:58:56
197,alevex rollerball,NEEDY_MEDS,f743a1a2-2f1a-4ef7-8112-d3e48546435f,,,menthol-camphor,AleveX Rollerball Sign-up Coupon,1,2024-08-21 09:10:46,2025-03-16 06:58:56
198,alevex spray,NEEDY_MEDS,9563a5fa-b1e1-40f5-bab6-1bb2621d1742,,,menthol-camphor,AleveX Spray Sign-up Coupon,1,2024-08-21 09:10:46,2025-03-16 06:58:56
199,alfamino,NEEDY_MEDS,2a181e18-36cc-4fc2-af32-2dff72d95284,,,medical food,Nestle Health Science Resources; formula4success,1,2024-08-21 09:10:46,2025-03-16 06:58:56
200,alferon n injection vial,NEEDY_MEDS,231e6d55-95b3-e046-b4c1-7b03ac3bf5ae,,,interferon alfa-N3 vial,"",1,2024-08-21 09:10:46,2025-03-16 06:58:56
201,alfuzosin tablet; extended-release,NEEDY_MEDS,0c55a5f4-0087-4daa-adea-287012fba191,,,,Costco Member Prescription Program,1,2024-08-21 09:10:46,2024-08-21 09:10:46
202,alimta injection,NEEDY_MEDS,db00975e-e285-3243-a4f2-6639d574df5e,,,pemetrexed injection,Lilly Cares Foundation Patient Assistance Program,1,2024-08-21 09:10:46,2025-03-16 06:58:56
203,alinia suspension,NEEDY_MEDS,78fad73d-59ac-814d-8cca-ec856ea02d35,,,nitazoxanide suspension,Alinia suspension Copay Card Program,1,2024-08-21 09:10:46,2025-03-16 06:58:56
204,alinia tablet,NEEDY_MEDS,c7309a68-ef2a-4c4a-813e-e41bf257461e,,,nitazoxanide tablet,Alinia tablet Copay Card Program; Alinia tablet Free Sample Offer,1,2024-08-21 09:10:46,2025-03-16 06:58:56
205,aliqopa injection; iv,NEEDY_MEDS,9813489c-68ac-4441-baa5-3985e4919722,,,copanlisib injection; iv,Aliqopa injection; iv Discount Program/Point System; Aliqopa injection; iv Copay Card Program,1,2024-08-21 09:10:46,2025-03-16 06:58:56
206,alka-seltzer effervescent tablet products,NEEDY_MEDS,d3f0e475-057b-5d48-9a6b-5303bd17529d,,,anhydryous citric acid-aspirin-sodium bicarbonate,Alka-Seltzer Effervescent Tablet Products Sign-up Coupon,1,2024-08-21 09:10:46,2025-03-16 06:58:56
207,alka-seltzer extra strength heartburn reliefchews,NEEDY_MEDS,4ee8b430-db35-1c44-bd54-0cee9eea8d09,,,calcium carbonate,Alka-Seltzer Extra Strength Heartburn ReliefChews Sign-up Coupon,1,2024-08-21 09:10:46,2025-03-16 06:58:56
208,alka-seltzer heartburn+gas reliefchews,NEEDY_MEDS,99604932-8078-c640-a6fd-12f836514034,,,calcium carbonate-simethicone,Alka-Seltzer Heartburn+Gas ReliefChews Sign-up Coupon,1,2024-08-21 09:10:46,2025-03-16 06:58:56
209,alka-seltzer kids tummy reliefchews,NEEDY_MEDS,caa511b1-c930-a94a-af7f-30220490b128,,,calcium carbonate-simethicone,Alka-Seltzer Kids Tummy ReliefChews Sign-up Coupon,1,2024-08-21 09:10:46,2025-03-16 06:58:56
210,alka-seltzer plus cold & cough liquid gel,NEEDY_MEDS,1fcef729-1e1a-4e21-8fb5-34089a4c2896,,,acetaminophen-chlorpheniramine-dextromethorphan,Alka-Seltzer Plus Cold & Cough Liquid Gel Sign-up Coupon,1,2024-08-21 09:10:46,2025-03-16 06:58:56
211,alka-seltzer plus cold & cough powermax liquid gel capsule products,NEEDY_MEDS,9bde7dd4-5883-6e48-9e52-a542758b3fd5,,,acetaminophen-chlorpheniramine-dextromethorphan-phenylephrine-,Alka-Seltzer Plus Cold & Cough PowerMax Liquid Gel Capsule Products Sign-up Coupon,1,2024-08-21 09:10:46,2025-03-16 06:58:56
212,alka-seltzer plus cold & flu hot drink mix-in packet products,NEEDY_MEDS,23d508e2-fe44-5a40-88fe-6707be0f5f0d,,,acetaminophen-dextromethorphan-guaifenesin-phenylephrine,Alka-Seltzer Plus Cold & Flu Hot Drink Mix-In Packet Products Sign-up Coupon,1,2024-08-21 09:10:46,2025-03-16 06:58:56
